date,text,category,start_lat,start_lon,end_lat,end_lon,categories_standard
9/1/2021,Phone Call from: Caller +1 (612) 759‐ 0291 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.256381 ‐97.765783 30.256846 ‐97.73411 PD5PUSSJD64VG 276680355 4,Trip Issues,30.256381,97.765783,30.256846,97.73411,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.252234 ‐97.732617 30.260161 ‐97.738804 5NMRN6PS7NE3B 279656293 5,Trip Issues,30.252234,97.732617,30.260161,97.738804,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (512) 969‐ 1177 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.278672 ‐97.735375 30.278576 ‐97.731079 QQEN5CMYL64P7 286084658 7,Trip Issues,30.278672,97.735375,30.278576,97.731079,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.262994 ‐97.741853 30.25338 ‐97.74834 J5CKRI5NIWABD 276097913 11,Trip Issues,30.262994,97.741853,30.25338,97.74834,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.287443 ‐97.726866 30.288147 ‐97.72766 QNRIIGAVA2RTX 276140351 5,Trip Issues,30.287443,97.726866,30.288147,97.72766,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.248317 ‐97.769889 30.253924 ‐97.762613 LBGNZCGXDR7MZ 282481320 8,Trip Issues,30.248317,97.769889,30.253924,97.762613,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.269826 ‐97.741953 30.272104 ‐97.741098 LQEWPSMXA557L 276911449 11,Trip Issues,30.269826,97.741953,30.272104,97.741098,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.261827 ‐97.70017 30.267284 ‐97.742945 4TFL343USK5AN 282821895 71,Trip Issues,30.261827,97.70017,30.267284,97.742945,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.280395 ‐97.737689 30.28035 ‐97.73738 KX5GV4LZM4DC4 286068967 3,Trip Issues,30.280395,97.737689,30.28035,97.73738,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.260924 ‐97.738145 30.262061 ‐97.716489 BWVVBHEXD4P2G 279275823 375,Trip Issues,30.260924,97.738145,30.262061,97.716489,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.274884 ‐97.703494 30.304307 ‐97.715813 TTNT3UTDIP2SD 276458436 4,Trip Issues,30.274884,97.703494,30.304307,97.715813,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.265601 ‐97.745241 30.267278 ‐97.743457 CCEYGEFHZONVM 275465596 8,Trip Issues,30.265601,97.745241,30.267278,97.743457,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (346) 446‐ 9340 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.251328 ‐97.749066 30.250994 ‐97.749232 P6F4XT6CA3L2O 276791120 5,Trip Issues,30.251328,97.749066,30.250994,97.749232,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.269976 ‐97.750848 30.264156 ‐97.763269 IAHWZHRZWYEMC 276441204 3,Trip Issues,30.269976,97.750848,30.264156,97.763269,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.257601 ‐97.731165 30.257305 ‐97.726039 IKFMJGJWEEYH4 281421345 621,Trip Issues,30.257601,97.731165,30.257305,97.726039,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.267137 ‐97.740151 30.2678 ‐97.74026 YZG3SABPIJMNO 285169043 74,Trip Issues,30.267137,97.740151,30.2678,97.74026,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.253694 ‐97.747134 30.265135 ‐97.76239 IVGHFZY3SBOP7 288314431 187,Trip Issues,30.253694,97.747134,30.265135,97.76239,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (832) 954‐ 7925 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.276296 ‐97.741316 30.270257 ‐97.745844 TJOOLFX7YFMUJ 275619009 4,Trip Issues,30.276296,97.741316,30.270257,97.745844,Trips & Fares
9/1/2021,"I can t end the ride, I attached the lock but it wonâ€™t end cannot_end_trip/loc k_vehicle___not_eno ugh_details 3",Trip Issues,,,,,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (737) 288‐ 6959 cannot_end_trip/loc k_vehicle___not_eno ugh_details 4,Trip Issues,,,,,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.264713 ‐97.740349 30.259472 ‐97.741053 JGBZ2YM4O6VLP 283454770 38,Trip Issues,30.264713,97.740349,30.259472,97.741053,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.221011 ‐97.765349 30.215254 ‐97.762367 OBRPOKFKGROAP 275852404 300,Trip Issues,30.221011,97.765349,30.215254,97.762367,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.274116 ‐97.747833 30.29079 ‐97.749204 VQRPVJK4U27V3 286355430 4,Trip Issues,30.274116,97.747833,30.29079,97.749204,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.264003 ‐97.732495 30.261858 ‐97.729273 R26KHBE4W6UTE 274746631 55,Trip Issues,30.264003,97.732495,30.261858,97.729273,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.265445 ‐97.743883 30.274899 ‐97.770338 2YD34GLBNWNA6 285121014 63,Trip Issues,30.265445,97.743883,30.274899,97.770338,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (917) 519‐ 2103 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.286565 ‐97.7436 30.28194 ‐97.743049 GRUKTTZLZPARV 278806631 5,Trip Issues,30.286565,97.7436,30.28194,97.743049,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.227896 ‐97.736159 30.251676 ‐97.735569 WRZRDBUDTLNKR 274389573 368,Trip Issues,30.227896,97.736159,30.251676,97.735569,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (954) 205‐ 8764 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.237859 ‐97.741904 30.260317 ‐97.732348 QQ2IZRN36A7UC 285088706 3,Trip Issues,30.237859,97.741904,30.260317,97.732348,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.283851 ‐97.741994 30.283658 ‐97.741862 MEXICWSGC2DYQ 277611307 404,Trip Issues,30.283851,97.741994,30.283658,97.741862,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.267413 ‐97.74215 30.270025 ‐97.749313 ALWE4TR6SVZRR 275291182 22,Trip Issues,30.267413,97.74215,30.270025,97.749313,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.280302 ‐97.736918 30.279987 ‐97.735862 WSRKO243RNB4Y 282975009 41,Trip Issues,30.280302,97.736918,30.279987,97.735862,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.262778 ‐97.742858 30.262608 ‐97.743205 MG2TNYJQO54GW 284065665 5,Trip Issues,30.262778,97.742858,30.262608,97.743205,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.269949 ‐97.745803 30.270596 ‐97.742157 5XLDFZ6GT3HDT 276946333 21,Trip Issues,30.269949,97.745803,30.270596,97.742157,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.262486 ‐97.738239 30.266639 ‐97.735865 Y6RTXILAEYTSQ 281989858 677,Trip Issues,30.262486,97.738239,30.266639,97.735865,Trips & Fares
9/1/2021,Canâ€™t cancel ride. Did not use app cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.26937 ‐97.743146 30.280939 ‐97.740443 A6XZB52XP32WQ 276059135 325,Trip Issues,30.26937,97.743146,30.280939,97.740443,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.270065 ‐97.745996 30.266012 ‐97.738149 NH4MR4RN67ZYU 276431745 5,Trip Issues,30.270065,97.745996,30.266012,97.738149,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.259872 ‐97.711662 30.262295 ‐97.724825 P32TH2OKGLZDT 280694169 3,Trip Issues,30.259872,97.711662,30.262295,97.724825,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.238642 ‐97.744247 30.238232 ‐97.742767 L7SJV3I7QF3ST 281144530 24,Trip Issues,30.238642,97.744247,30.238232,97.742767,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.268664 ‐97.759627 30.268969 ‐97.760258 3IYQQF3XT4CGV 276973688 1676,Trip Issues,30.268664,97.759627,30.268969,97.760258,Trips & Fares
9/1/2021,Refund not received yet cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.283995 ‐97.744171 30.283273 ‐97.735764 DWHOL6XLN5J7R 276971032 38,Trip Issues,30.283995,97.744171,30.283273,97.735764,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.231442 ‐97.727741 30.254659 ‐97.717244 KGL2FGTZFM7N7 285529031 2,Trip Issues,30.231442,97.727741,30.254659,97.717244,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.2605 ‐97.738269 30.265939 ‐97.736311 C3E7LBBAKA6JV 275268589 4,Trip Issues,30.2605,97.738269,30.265939,97.736311,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.267727 ‐97.744246 30.286098 ‐97.74179 65AWQQLB7XN2J 287430183 7,Trip Issues,30.267727,97.744246,30.286098,97.74179,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.267719 ‐97.710077 30.267218 ‐97.738211 VFY5LKGT4HUHJ 287930595 6,Trip Issues,30.267719,97.710077,30.267218,97.738211,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.23671 ‐97.72998 30.23757 ‐97.73152 ID4LI3G2FP3RW 280138271 212,Trip Issues,30.23671,97.72998,30.23757,97.73152,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.275557 ‐97.708024 30.252502 ‐97.73241 D2ER4DPBGW5AL 285132161 205,Trip Issues,30.275557,97.708024,30.252502,97.73241,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (214) 566‐ 4700 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.283956 ‐97.744495 30.284036 ‐97.741822 DZW2ARP573OK6 277361825 4,Trip Issues,30.283956,97.744495,30.284036,97.741822,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.262638 ‐97.738313 30.26752 ‐97.73938 2BNDM2OVOXYB6 281989423 740,Trip Issues,30.262638,97.738313,30.26752,97.73938,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.269754 ‐97.749061 30.264801 ‐97.742246 55UE353IILMOG 286655387 44,Trip Issues,30.269754,97.749061,30.264801,97.742246,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.286596 ‐97.743575 30.287207 ‐97.734849 G34WPIDC2JZVN 275083415 16,Trip Issues,30.286596,97.743575,30.287207,97.734849,Trips & Fares
9/1/2021,Could not end my ride due to connection issue when loading the moped initially cannot_end_trip/loc k_vehicle___not_eno ugh_details 303,Trip Issues,,,,,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.259063 ‐97.747138 30.263538 ‐97.741679 LAQIR4Y2CYCVJ 282440902 3,Trip Issues,30.259063,97.747138,30.263538,97.741679,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.285079 ‐97.744184 30.287553 ‐97.741522 QRUA6PE5NYYTR 287384533 6,Trip Issues,30.285079,97.744184,30.287553,97.741522,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.282036 ‐97.74321 30.263642 ‐97.741646 KETOFF2QYQO5N 280210624 41,Trip Issues,30.282036,97.74321,30.263642,97.741646,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.285637 ‐97.751093 30.273087 ‐97.738328 RQWX6Z7WQPDG3 282555608 3,Trip Issues,30.285637,97.751093,30.273087,97.738328,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.266894 ‐97.738318 30.266926 ‐97.738278 C5X6S3ZXU2BZL 286329650 153,Trip Issues,30.266894,97.738318,30.266926,97.738278,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.269386 ‐97.744354 30.254731 ‐97.744282 WKBL6AONR3IHS 276307345 3,Trip Issues,30.269386,97.744354,30.254731,97.744282,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.262913 ‐97.738499 30.260842 ‐97.738075 W24JQ3F7KMZ7X 275286661 5,Trip Issues,30.262913,97.738499,30.260842,97.738075,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (281) 713‐ 3571 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.251095 ‐97.749275 30.254322 ‐97.747849 3YWQA5HWFEZRE 274642042 4,Trip Issues,30.251095,97.749275,30.254322,97.747849,Trips & Fares
9/1/2021,Canâ€™t end or pause lime cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.269744 ‐97.7498 30.267333 ‐97.751877 WBZAO4B7SJP4H 276288748 544,Trip Issues,30.269744,97.7498,30.267333,97.751877,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.261984 ‐97.73229 30.258973 ‐97.738821 YSJLTU7G72BT2 276109612 207,Trip Issues,30.261984,97.73229,30.258973,97.738821,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (281) 794‐ 0138 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.267397 ‐97.740505 30.269746 ‐97.748649 L5SBRXA3UCRJP 276740434 2,Trip Issues,30.267397,97.740505,30.269746,97.748649,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.290044 ‐97.741342 30.289293 ‐97.736707 YCZGCHTT3RRAH 281670563 115,Trip Issues,30.290044,97.741342,30.289293,97.736707,Trips & Fares
9/1/2021,I canâ€™t end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.263918 ‐97.743945 30.266925 ‐97.744667 FTO7HIZ5ZXGYI 283109277 15,Trip Issues,30.263918,97.743945,30.266925,97.744667,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.289476 ‐97.734418 30.278621 ‐97.722102 GXIQEKDXNLMJE 283107962 62,Trip Issues,30.289476,97.734418,30.278621,97.722102,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (214) 601‐ 7058 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.261609 ‐97.722242 30.261219 ‐97.721109 PSFRUJPNVBZLD 286594025 4,Trip Issues,30.261609,97.722242,30.261219,97.721109,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.273451 ‐97.738003 30.268078 ‐97.74307 OFYWTMWRIG46X 276099460 4,Trip Issues,30.273451,97.738003,30.268078,97.74307,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.246176 ‐97.750828 30.259716 ‐97.739167 2ZJTMRV654IFY 275730538 18,Trip Issues,30.246176,97.750828,30.259716,97.739167,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.249987 ‐97.749454 30.24082 ‐97.752512 MJLYCOCJG457V 284102561 15,Trip Issues,30.249987,97.749454,30.24082,97.752512,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.289772 ‐97.74281 30.288695 ‐97.743503 ZPRV5TLMWIJ55 282474063 140,Trip Issues,30.289772,97.74281,30.288695,97.743503,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.26826 ‐97.747693 30.275903 ‐97.731623 3472ITXPSMKTY 276466592 23,Trip Issues,30.26826,97.747693,30.275903,97.731623,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (817) 915‐ 9845 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.267151 ‐97.739849 30.267274 ‐97.739952 YIXSKW6HFRSPL 283428861 5,Trip Issues,30.267151,97.739849,30.267274,97.739952,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (724) 858‐ 9146 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.26245 ‐97.738777 30.263532 ‐97.738049 VNE5AFL3FDLMU 276768703 6,Trip Issues,30.26245,97.738777,30.263532,97.738049,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.288087 ‐97.724897 30.277467 ‐97.740859 XRV36PW7WSPDP 286094855 12,Trip Issues,30.288087,97.724897,30.277467,97.740859,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.25924 ‐97.715681 30.276064 ‐97.735893 NZPFESBQ43C2N 276218556 407,Trip Issues,30.25924,97.715681,30.276064,97.735893,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (512) 717‐ 2835 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.229893 ‐97.695609 30.243074 ‐97.728913 TI7MCCRH6MIJL 275067729 2,Trip Issues,30.229893,97.695609,30.243074,97.728913,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.258459 ‐97.746239 30.268937 ‐97.728624 XJZBAAGZDCZ72 280567930 85,Trip Issues,30.258459,97.746239,30.268937,97.728624,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.258459 ‐97.746239 30.268937 ‐97.728624 XJZBAAGZDCZ72 280567930 86,Trip Issues,30.258459,97.746239,30.268937,97.728624,Trips & Fares
9/1/2021,Phone Call from: Text user: +16152758949 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.258459 ‐97.746239 30.268937 ‐97.728624 XJZBAAGZDCZ72 280567930 3,Trip Issues,30.258459,97.746239,30.268937,97.728624,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (832) 867‐ 1285 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.265952 ‐97.744461 30.27031 ‐97.742103 SYVZZXJ3QBRN4 276921716 11,Trip Issues,30.265952,97.744461,30.27031,97.742103,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (347) 884‐ 7935 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.265952 ‐97.744461 30.27031 ‐97.742103 SYVZZXJ3QBRN4 276921716 39,Trip Issues,30.265952,97.744461,30.27031,97.742103,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.28901 ‐97.742616 3AQLYEH6WZ3RS 279272854 5,Trip Issues,30.28901,97.742616,,,Trips & Fares
9/1/2021,I forgot to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.284348 ‐97.745042 30.282977 ‐97.739183 5R3Z4XFBRM46D 278059456 283,Trip Issues,30.284348,97.745042,30.282977,97.739183,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 3,Trip Issues,,,,,Trips & Fares
9/1/2021,It won let me end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 665,Trip Issues,,,,,Trips & Fares
9/1/2021,cannot_end_trip/loc k_vehicle___not_eno ugh_details 272,Trip Issues,,,,,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (432) 703‐ 7414 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.267554 ‐97.741759 30.266161 ‐97.740325 XXA7CLWJBWYQN 276437621 3,Trip Issues,30.267554,97.741759,30.266161,97.740325,Trips & Fares
9/1/2021,Re: Request #10448770: How would you rate the support you received from Lime? cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.263555 ‐97.727524 30.26937 ‐97.748366 ICMMDTMWG3BGJ 274825700 1691,Trip Issues,30.263555,97.727524,30.26937,97.748366,Trips & Fares
9/1/2021,I was unable to end my ride cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.263555 ‐97.727524 30.26937 ‐97.748366 ICMMDTMWG3BGJ 274825700 425,Trip Issues,30.263555,97.727524,30.26937,97.748366,Trips & Fares
9/1/2021,"Itâ€™s in a safe, legal zone, but app is having an error and wonâ€™t work in order to end ride. cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.248139 ‐97.75055 30.270061 ‐97.749682 FNTDJH5UHWTPK 276206069 1076",Trip Issues,30.248139,97.75055,30.270061,97.749682,Trips & Fares
9/1/2021,Parked both scooters and one didn't end cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.269511 ‐97.748309 30.266332 ‐97.735272 KZJQU2AIPFKYM 276931171 1185,Trip Issues,30.269511,97.748309,30.266332,97.735272,Trips & Fares
9/1/2021,Phone Call from: Caller +1 (469) 649‐ 5372 cannot_end_trip/loc k_vehicle___not_eno ugh_details 30.265165 ‐97.74382 30.249911 ‐97.737589 54HR5IAPD6Y4X 277476132 5,Trip Issues,30.265165,97.74382,30.249911,97.737589,Trips & Fares
